name|score|coords
Hòn Chông|0.000333350087828|10.16667, 104.61667,
Tenmile|0.000333350087828|41.94558, -90.33402,
South Perrott|0.000333350087828|50.85327, -2.74143,
Guixi|0.000839363700678|30.33355, 107.34545,
Chichibu|0.000333350087828|35.99028, 139.07639,
Skagway|0.000333350087828|59.45833, -135.31389,
Tochigi|0.000333350087828|36.7, 139.81667,
City of Dalton|0.000333350087828|34.76899, -84.971,
Todaraisingh|0.000333350087828|26.02401, 75.48182,
Taman South East Asia|0.000333350087828|2.697, 101.9543,
Kokura|0.000333350087828|33.53384, 130.45437,
Springfield|0.000599112220007|39.80172, -89.64371,
Colonia R.G. de Santa Cruz|0.0012744145064|-25.95, -56.23333,
Longshan|0.000333350087828|32.51103, 118.558,
Westinghouse E Pittsburgh Airport|0.000333350087828|40.40007, -79.8331,
Daegu|0.000333350087828|35.87028, 128.59111,
Gattinara|0.000333350087828|45.61309, 8.36463,
Omaha|0.000599112220007|41.25861, -95.93779,
Eastern Asia|0.00592806618896|32.24997, 114.60938,
Kingdom of Bhutan|0.00106304852872|27.5, 90.5,
West Branch of the Back River|0.000333350087828|18.10293, -76.53425,
Siple Island|0.000333350087828|-73.73333, -125.2,
Stephenville|0.000333350087828|32.2207, -98.20226,
Cibola County|0.000333350087828|34.91257, -107.99971,
A.J. Ernststraat|0.000333350087828|52.33139, 4.86861,
Tanyang|0.000333350087828|23.5481, 107.994,
Gabonese Republic|0.000599112220007|-1.0, 11.75,
Chengdu|0.000333350087828|30.66667, 104.06667,
Colonia J.E. Estigarribia|0.00147596353441|-25.01667, -54.8,
Kingdom of Cambodia|0.00166934878493|13.0, 105.0,
Southeast Asia|0.000333350087828|12.38293, 103.00781,
Wilson County|0.000333350087828|29.17401, -98.08657,
Departamento de San Rafael|0.000839363700678|-35.0, -68.83333,
Dallas County|0.00147596353441|32.76663, -96.77787,
Juneau|0.00221088923455|58.30194, -134.41972,
Canada|0.011987533155|60.10867, -113.64258,
Rovaniemi|0.000333350087828|66.5, 25.71667,
Isthmía|0.000333350087828|37.91356, 23.0046,
Cumpas|0.000333350087828|29.99587, -109.78087,
Republic of Mauritius|0.000333350087828|-20.3, 57.58333,
Rairiz de Veiga|0.000599112220007|42.08798, -7.83734,
Republic of Chile|0.00687402509008|-30.0, -71.0,
Meadville|0.000333350087828|41.64144, -80.15145,
The Woodlands|0.000333350087828|30.15799, -95.48938,
Blue Earth County|0.00748091444058|44.03459, -94.06703,
Schmidt|0.000333350087828|50.66192, 6.40892,
Moyale|0.000333350087828|3.5216, 39.05472,
Ban Phu Kham|0.000333350087828|19.48389, 100.85908,
Waterbury|0.000599112220007|41.55815, -73.0515,
San Luis Potosí|0.000599112220007|22.14982, -100.97916,
Bhandara|0.000333350087828|21.18333, 80.0,
Kabupaten Cilacap|0.000333350087828|-7.57417, 108.98861,
Orleans County|0.000333350087828|43.2507, -78.18901,
Sorel|0.000333350087828|50.0238, 3.0509,
Tuticorin|0.000839363700678|8.78333, 78.13333,
Brevard County|0.000333350087828|28.30031, -80.70121,
Flagstaff|0.000839363700678|35.19807, -111.65127,
Xinji|0.000333350087828|31.6232, 114.874,
Nogales|0.000333350087828|31.34038, -110.93425,
Lauro Muller|0.000333350087828|-28.39278, -49.39667,
San Pablo Creek|0.000333350087828|37.97631, -122.38331,
Yellowknife|0.000333350087828|62.456, -114.35255,
Alaska|0.00825876800884|64.00028, -150.00028,
Russian River Terrace|0.000333350087828|38.50463, -122.92666,
Kaltag|0.000333350087828|64.32722, -158.72194,
Le Tech|0.000333350087828|42.41056, 2.54444,
Angul|0.000333350087828|20.84089, 85.10192,
Lippendorf|0.000333350087828|46.64833, 14.72,
Weston County|0.000599112220007|43.84049, -104.56783,
Jarvis Island|0.000333350087828|-0.375, -160.0005,
Changsŭnggae|0.000333350087828|36.4479, 126.7803,
Macau|0.000333350087828|22.20056, 113.54611,
Great Heck|0.000333350087828|53.6822, -1.10426,
Ruichang Shi|0.000333350087828|29.62091, 115.47701,
Beaumont|0.000333350087828|50.23683, 4.23969,
Vijayanagar|0.000333350087828|23.9975, 73.28553,
Kasilof|0.000333350087828|60.3375, -151.27444,
Roanoke River National Wildlife Refuge|0.000333350087828|35.94876, -77.1569,
Orenburg|0.000333350087828|51.7727, 55.0988,
Petaquilla|0.000333350087828|8.98333, -80.75,
Camarona Caribbean Lodge|0.00428174320207|9.65755, -82.7538,
Federative Republic of Brazil|0.00758862202309|-10.0, -55.0,
Austin|0.000599112220007|30.26715, -97.74306,
La Minita|0.000333350087828|21.03056, -100.62917,
Independent State of Papua New Guinea|0.00238086345665|-6.0, 147.0,
Denver|0.00374589891262|39.73915, -104.9847,
Malad City|0.000333350087828|42.19159, -112.2508,
Jejevo|0.000333350087828|-8.13333, 159.6,
Ho Chi Minh City|0.0012744145064|10.82327, 106.62978,
Geographical Center of North America Monument|0.00530629529509|48.35528, -99.99958,
Maria Elena|0.000333350087828|-22.09044, -69.46128,
City of Piedmont|0.000333350087828|35.67838, -97.75277,
Wallops Island National Wildlife Refuge|0.000599112220007|37.92365, -75.46555,
Koren|0.000333350087828|41.81667, 25.66667,
Emmonak Airport|0.000333350087828|62.78019, -164.49044,
Slayback Camp (historical)|0.000333350087828|34.51166, -118.75815,
Province du Maniema|0.000333350087828|-3.0, 26.0,
Overland Park|0.00106304852872|38.98223, -94.67079,
Bogor|0.000599112220007|-6.59444, 106.78917,
Gifu|0.000333350087828|35.78333, 137.05,
Puerto Varas|0.000333350087828|-41.31946, -72.98538,
St. Croix River|0.000333350087828|45.00015, -64.13204,
City of Napakiak|0.000333350087828|60.68888, -161.99559,
Atlantic Basin|0.000599112220007|40.68316, -74.01097,
Marblehead|0.000333350087828|42.5001, -70.85783,
Yeongju-si|0.000333350087828|36.87459, 128.58631,
Beaumont-Hague|0.000333350087828|49.66361, -1.83722,
Newburyport|0.000333350087828|42.81259, -70.87728,
Key Biscayne|0.000333350087828|25.69371, -80.16282,
Black Canyon City|0.000333350087828|34.07087, -112.15071,
City of Prescott|0.000333350087828|34.57995, -112.44756,
Tampa Bay Executive Airport|0.000333350087828|28.18807, -82.62538,
Territory of Cocos (Keeling) Islands|0.000333350087828|-12.1642, 96.87332,
Aurora Borealis Farms|0.000333350087828|40.82361, -84.67361,
Kabupaten Raja Ampat|0.000333350087828|-0.5, 130.0,
Township of Neuse|0.000333350087828|35.21292, -77.64877,
Republic of Burundi|0.00147596353441|-3.5, 30.0,
Edwards County|0.000333350087828|38.41653, -88.05327,
Republic of Mozambique|0.00147596353441|-18.25, 35.0,
Republic of Ghana|0.0012744145064|8.1, -1.2,
Richmond|0.00106304852872|37.55376, -77.46026,
Providence|0.000599112220007|41.82399, -71.41283,
Ujung Labuh|0.000333350087828|-5.361, 120.4062,
Los Cabos|0.000333350087828|22.8725, -109.89916,
Columbus|0.000839363700678|39.96118, -82.99879,
Ladang C.T. Lee|0.000333350087828|1.5042, 103.5565,
Haeckel Hill|0.000599112220007|60.76751, -135.28017,
Balkan|0.000333350087828|40.0, 54.5,
La Palme|0.000333350087828|42.975, 2.9933,
Colebrook|0.000333350087828|44.89449, -71.49592,
Danjiangkou|0.000839363700678|32.54278, 111.50861,
Hong Kong|0.00441039286828|22.28552, 114.15769,
Hermosa Beach|0.000333350087828|33.86224, -118.39952,
Spades|0.000333350087828|39.25394, -85.12274,
Hopkinsville|0.000599112220007|36.86561, -87.49117,
Loveland|0.000333350087828|39.26895, -84.26383,
Dauphin Island|0.000333350087828|30.25548, -88.10972,
Guiyang|0.00106304852872|26.58333, 106.71667,
Laixi Shi|0.000333350087828|36.85444, 120.42389,
City of Bessemer City|0.000333350087828|35.28467, -81.28414,
Woburn|0.000333350087828|51.98746, -0.61922,
Eneabba Airport|0.000333350087828|-29.8325, 115.246,
San Clemente|0.000333350087828|43.93296, 12.62585,
Toulouse|0.000333350087828|43.60426, 1.44367,
Ponteilla|0.000333350087828|42.62639, 2.81444,
Hengyang|0.000839363700678|26.88946, 112.61888,
Gem Glacier|0.00011761471938|-43.51831, 170.1201,
Keweenaw County|0.000333350087828|47.28296, -88.21198,
Oklahoma City|0.000839363700678|35.46756, -97.51643,
Lao People’s Democratic Republic|0.000599112220007|18.0, 105.0,
Taveuni|0.000333350087828|-29.76468, 151.44919,
Coolidge|0.000333350087828|32.97784, -111.51762,
Mulholland|0.000333350087828|50.68348, -81.79963,
D.D. Eldridge Memorial Park|0.000839363700678|30.84906, -85.94529,
American Samoa, Territory of|0.000599112220007|-14.23377, -169.47767,
Insinööri Pettersson|0.000333350087828|60.25, 21.9,
Ashington|0.000333350087828|55.16389, -1.58639,
Nova Europa|0.000333350087828|-21.79214, -48.5688,
Java Island|0.000333350087828|44.96681, -79.38293,
Tōhoku Chihō|0.000333350087828|39.0, 141.0,
North Sea|0.000599112220007|40.93288, -72.41425,
Republic of Estonia|0.00166934878493|59.0, 26.0,
East Coast Berbice Village District|0.00147596353441|6.3, -57.46667,
Jeollanam-do|0.000333350087828|34.75, 127.0,
Town of Matoaka|0.000333350087828|37.4182, -81.2418,
Arrington|0.000333350087828|52.13841, -0.07212,
Kurosaki Harima Kōjo|0.000333350087828|33.87392, 130.78115,
Tarim Qichang|0.000333350087828|41.1, 86.5,
Republic of Azerbaijan|0.00106304852872|40.5, 47.5,
Yuncheng Xian|0.000333350087828|35.61972, 115.85556,
Samarinda|0.000333350087828|-0.48585, 117.1466,
România|0.00441039286828|46.0, 25.0,
East Fork Wallowa River|0.000333350087828|45.27432, -117.21156,
Huerta G.H. (Pilama)|0.000333350087828|16.10444, -93.77583,
Bandung|0.000333350087828|-6.90389, 107.61861,
Nebraska|0.00185574523484|41.50028, -99.75067,
Rennes|0.000333350087828|48.11198, -1.67429,
Kanpur Dehat|0.000599112220007|26.41506, 79.98957,
Kolling|0.000333350087828|48.67811, 12.85509,
Chelton|0.000333350087828|46.30013, -63.74872,
KSORC Korea South Pacific Ocean Research Center|0.00317078682449|7.45168, 151.89756,
Reykjavík|0.000333350087828|64.13548, -21.89541,
Hachinohe|0.000333350087828|40.505, 141.49194,
Tromso Cemetery|0.000599112220007|44.97746, -94.89472,
Belize City|0.000333350087828|17.49952, -88.19756,
Silver Spring|0.00147596353441|38.99067, -77.02609,
West Antarctica (or Lesser Antarctica)|0.000599112220007|-80.0, -90.0,
Kingdom of Sweden|0.00517885227458|62.0, 15.0,
Illinois|0.00331871380662|40.00032, -89.25037,
Ḩaīratān|0.000333350087828|37.2214, 67.4241,
Burin|0.000333350087828|-2.85, -78.73333,
Borough of Hellertown|0.000333350087828|40.58112, -75.33786,
Middle East|0.00238086345665|33.13906, 35.85869,
Ulsan|0.000333350087828|35.56667, 129.26667,
Okanogan River Bridge|0.000333350087828|48.41067, -119.52657,
Clackamas River Scenic Waterway|0.000333350087828|45.39179, -122.47676,
Texas|0.00758862202309|31.25044, -99.25061,
Baiyin|0.000839363700678|36.54696, 104.17023,
Phys Point|0.000697601114702|45.29514, -117.85604,
Bangui|0.000333350087828|4.36122, 18.55496,
Marlborough|0.000333350087828|-41.66667, 173.5,
Fairfield County|0.000333350087828|41.22496, -73.3712,
Tanggang|0.000333350087828|33.08479, 119.25299,
Muskogee County|0.000333350087828|35.61613, -95.37953,
Mihara|0.000333350087828|34.4, 133.08333,
Apollo Beach|0.000333350087828|27.77308, -82.40759,
Unalakleet|0.000839363700678|63.87306, -160.78806,
Western Pacific Addition|0.00106304852872|40.71995, -111.92383,
Brussels|0.000333350087828|50.85045, 4.34878,
Zirconia|0.000333350087828|35.24178, -82.41623,
Allston|0.000333350087828|42.35843, -71.12589,
Kenai River Airpark|0.000333350087828|60.52469, -150.74863,
Wolfe County|0.000599112220007|37.73932, -83.49318,
Tampico|0.000333350087828|22.25528, -97.86861,
Islamic Republic of Afghanistan|0.00254639933493|33.0, 66.0,
El Progreso|0.000333350087828|15.4, -87.8,
El Dorado County|0.000333350087828|38.77874, -120.52465,
Owens River Gorge|0.000333350087828|37.40632, -118.50595,
Cloncurry|0.000333350087828|-20.70718, 140.51303,
City of Lewisburg|0.000333350087828|35.44943, -86.78877,
Gloucester County|0.000599112220007|39.71731, -75.14167,
United Arab Emirates|0.00106304852872|23.75, 54.5,
Anvers Island|0.000333350087828|-64.6, -63.5,
Henan Mongolzu Zizhixian|0.000839363700678|34.51346, 101.54569,
Kerio Valley Airport|0.000333350087828|0.31993, 35.66467,
Newport County|0.000599112220007|41.4998, -71.281,
Canyon Lake|0.000333350087828|33.68502, -117.27309,
Qal‘ah-ye Wāsiḩ|0.000333350087828|34.56532, 69.22962,
Distrito de Chibuto|0.000333350087828|-24.28852, 33.5983,
Zibo|0.000839363700678|36.79056, 118.06333,
Saint-Martin|0.000333350087828|18.06667, -63.06667,
George Best Belfast City Airport|0.000333350087828|54.61806, -5.8725,
Czech Republic|0.00166934878493|49.75, 15.0,
State of Andhra Pradesh|0.000599112220007|15.83333, 79.75,
Hillsborough County|0.000333350087828|27.90623, -82.34692,
Presidente Kennedy|0.000839363700678|-21.14995, -41.07293,
Norton County|0.000333350087828|39.78439, -99.90348,
Olsztyn|0.000183572032826|53.77657, 20.46657,
Federal Democratic Republic of Nepal|0.000599112220007|28.0, 84.0,
Tamano|0.000333350087828|34.48333, 133.95,
Gurun|0.000599112220007|37.73611, 127.95352,
Caofeidian|0.000333350087828|38.94032, 118.54351,
Ashland County|0.000333350087828|40.84602, -82.27069,
Danube River|0.000333350087828|45.33333, 29.66667,
Carpinteria|0.000333350087828|34.39888, -119.51846,
Republic of Madagascar|0.00166934878493|-20.0, 47.0,
City of Middletown|0.000333350087828|39.50324, -84.36588,
Round Island Conservation Park|0.000333350087828|-10.54073, 142.19086,
Stouffer Memorial Wildlife Preserve|0.000333350087828|43.13608, -95.0836,
Ukraine|0.00428174320207|49.0, 32.0,
Lake Wales|0.000333350087828|27.90141, -81.58591,
Acquasparta|0.000333350087828|42.69013, 12.54007,
United States|0.0149537083202|39.76, -98.5,
Tucson|0.00254639933493|32.22174, -110.92648,
Comfort Inn JFK Airport|0.000333350087828|40.6646, -73.7837,
Town of Pine Island|0.000333350087828|30.05537, -96.02532,
East Pacific Opal Diggings|0.000599112220007|-29.03459, 134.69241,
Central California Womens Facility Fire Department|0.000333350087828|37.09032, -120.15071,
Northern Rockies Regional Airport|0.00011761471938|58.83693, -122.59965,
Balikpapan|0.000599112220007|-1.26753, 116.82887,
Bangku|0.000333350087828|24.1363, 97.8944,
Boston|0.00286558188031|42.35843, -71.05977,
Baraga County|0.000333350087828|46.69976, -88.35215,
Providencia y Santa Catalina, Departamento de Archipiélago de San Andrés|0.000333350087828|12.52449, -81.71983,
Brunei Darussalam|0.0012744145064|4.5, 114.66667,
Pacific County|0.0074989555487|46.55128, -123.77886,
Zhonglian|0.000333350087828|27.7149, 111.447,
Bangko|0.000599112220007|-2.0796, 102.2573,
Downsview Airport|0.000333350087828|43.74335, -79.46609,
Murray Basin|0.000839363700678|34.08394, -109.24731,
Pulogadung|0.000333350087828|-6.1827, 106.906,
Deh-e Māsūs|0.000599112220007|31.5957, 65.68058,
Oklahoma|0.00286558188031|35.49209, -97.50328,
Teniente General Rosendo M. Fraga|0.000333350087828|-23.75, -62.15,
North Slope Borough|0.0012744145064|69.25056, -152.00056,
Johor Bahru|0.00106304852872|1.4655, 103.7578,
New Orleans|0.00203603141362|29.95465, -90.07507,
Tarpley|0.000333350087828|35.1423, -86.99334,
H.A. Clark Memorial Field|0.000333350087828|35.30223, -112.19461,
Salamanca|0.000333350087828|40.95597, -5.68022,
Republic of Lithuania|0.00106304852872|55.41667, 24.0,
Selma|0.000333350087828|46.31977, 9.13006,
San Miguel del Cantil|0.000333350087828|24.94443, -106.25924,
Kongiganak Airport|0.000839363700678|59.96331, -162.87981,
Nome Census Area|0.00106304852872|64.83333, -163.75056,
Kauffman|0.000333350087828|39.83398, -77.7061,
Repubblica Italiana|0.000333350087828|42.83333, 12.83333,
Sichuan Sheng|0.000839363700678|30.5, 102.66667,
Restrepo|0.000333350087828|3.82203, -76.52242,
Cagayan Valley|0.000599112220007|17.65667, 121.73333,
Nagasaki|0.000839363700678|32.75, 129.88333,
Emeis Park|0.000333350087828|41.54725, -90.64458,
Republic of Guatemala|0.00254639933493|15.5, -90.25,
Hanson County|0.000333350087828|43.67482, -97.78734,
Ottawa|0.00133582278751|45.41117, -75.69812,
Beaufort County|0.0012744145064|32.35706, -80.69217,
Khammouan|0.000599112220007|17.5, 105.33333,
Cambria County|0.000333350087828|40.49529, -78.7137,
Kumasi|0.000333350087828|6.68848, -1.62443,
Koyuk Airport|0.000839363700678|64.93389, -161.15806,
Prince William County|0.000839363700678|38.70167, -77.47766,
Delworth Hill|0.000333350087828|53.8501, -106.101,
Niigata-ken|0.000333350087828|37.52343, 138.91748,
Uruzgān|0.000333350087828|32.92775, 66.63253,
Lake Erie Beach|0.000599112220007|42.62423, -79.06698,
Town of Excel|0.0012744145064|31.42636, -87.3433,
Fort Belvoir|0.000333350087828|38.7119, -77.14589,
City of North River|0.000333350087828|46.95034, -96.80182,
Bontang|0.000599112220007|0.1324, 117.4854,
Yavapai County|0.000333350087828|34.59988, -112.55387,
Johnston County|0.000333350087828|35.51761, -78.36564,
Mumbai|0.0012744145064|19.07283, 72.88261,
Goa|0.000599112220007|15.33333, 74.08333,
Wardha|0.000333350087828|20.83333, 78.6,
Santa Barbara County|0.0012744145064|34.53834, -120.03078,
Madang|0.000333350087828|29.99064, 116.65443,
Woodward County|0.000333350087828|36.42267, -99.26497,
Westport|0.000333350087828|41.14149, -73.3579,
Chesapeake Bay Bridge-Tunnel|0.000839363700678|37.03348, -76.08299,
Bernalillo County|0.000333350087828|35.05131, -106.67017,
Shoreline|0.000333350087828|47.75565, -122.34152,
Kyoto|0.000839363700678|35.02107, 135.75385,
Virginia|0.000333350087828|29.9609, -111.0026,
Pipkin Place|0.000333350087828|36.44126, -76.94052,
Didcot|0.000839363700678|51.60928, -1.24214,
South Carolina|0.00286558188031|34.00043, -81.00009,
Kyrgyzstan|0.00147596353441|40.51062, 72.74848,
Dordrecht|0.000333350087828|51.81, 4.67361,
Rapid Creek|0.000333350087828|-12.38042, 130.85919,
Pacific Coast Club|0.000333350087828|33.76585, -118.18173,
Hawaii|0.00428174320207|20.75028, -156.50028,
Kentucky|0.00185574523484|38.20042, -84.87762,
Andersen Base Chapel Number 2|0.000333350087828|13.56044, 144.92123,
Penang|0.000333350087828|-27.16441, 151.52915,
Allentown|0.000599112220007|40.60843, -75.49018,
Serravalle Langhe|0.000333350087828|44.55924, 8.05864,
Republic of Kenya|0.00166934878493|1.0, 38.0,
Pozo Almonte|0.000333350087828|-20.7702, -69.50453,
Fukui|0.000333350087828|35.85, 136.21667,
Nanjing|0.000333350087828|32.06167, 118.77778,
Western Europe|0.00166934878493|50.21909, 7.42676,
Mexico City|0.000333350087828|19.42847, -99.12766,
Williams County|0.000333350087828|41.56029, -84.58814,
Bullhead City|0.000333350087828|35.14778, -114.5683,
Mattole River|0.000333350087828|40.30236, -124.35394,
Johannesburg|0.000599112220007|-26.20227, 28.04363,
Philos Airport|0.000333350087828|61.56611, -149.31028,
Charleston|0.00185574523484|38.34982, -81.63262,
Deer Island|0.000333350087828|45.93123, -122.84372,
Camden County|0.000333350087828|30.92249, -81.63639,
Taylor Mountains Mine|0.000333350087828|60.87444, -157.34417,
Vatukoula|0.000333350087828|-17.50136, 177.84983,
Borough of Woodland Park|0.000333350087828|40.89032, -74.19484,
La Camelina|0.000333350087828|20.60806, -101.69167,
State of Kerala|0.00106304852872|10.41667, 76.5,
Mariscal Estigarribia|0.000333350087828|-22.03333, -60.63333,
Bosnia and Herzegovina|0.00537503817909|44.25, 17.83333,
Windsor County|0.000333350087828|43.58, -72.58624,
Longquan|0.000333350087828|24.67193, 102.1613,
Morgantown|0.000599112220007|39.62953, -79.9559,
St. Thomas|0.000333350087828|42.77361, -81.18038,
Pascagoula|0.000599112220007|30.36576, -88.55613,
Sanriku-kaigan|0.000333350087828|39.33333, 142.0,
Dublin|0.00147596353441|53.33306, -6.24889,
Bartleson Hill|0.000333350087828|36.87285, -84.86411,
Clatskanie|0.000333350087828|46.10122, -123.20679,
Co-operative Republic of Guyana|0.000839363700678|5.0, -59.0,
Moscow Oblast|0.00185574523484|55.75, 37.5,
State of Queensland|0.00203603141362|-20.0, 145.0,
Quinhagak Airport|0.000333350087828|59.75898, -161.85364,
Saint Clair River Historical Marker|0.000333350087828|42.64695, -82.51387,
Bern|0.000599112220007|46.94809, 7.44744,
Kampong Kemaman|0.000599112220007|4.23333, 103.45,
East LaJolla Canyon|0.000333350087828|33.62784, -108.40061,
Lake Lynn|0.000333350087828|39.72813, -79.86061,
Chickasha|0.000333350087828|35.05257, -97.93643,
Svalbard and Jan Mayen|0.000333350087828|78.0, 20.0,
Minneapolis|0.000333350087828|44.97997, -93.26384,
Feather River Inn|0.000333350087828|39.79045, -120.62966,
Salt Lake City|0.00203603141362|40.76078, -111.89105,
Province of La Union|0.000333350087828|16.5, 120.41667,
Ober Busch Krug|0.000333350087828|51.86667, 12.38333,
Fort Bliss|0.000333350087828|31.81357, -106.41224,
Ōtsuchi Jima|0.000333350087828|34.41886, 133.9226,
Bombay|0.000333350087828|-37.16667, 174.98333,
Republic of Cameroon|0.00166934878493|6.0, 12.5,
Acari|0.000333350087828|7.76667, 35.36667,
City and District of St. Albans|0.000333350087828|51.77007, -0.33251,
Manuel García Fernández|0.000333350087828|-26.96667, -65.28333,
Cape Cod Airport|0.000333350087828|41.68531, -70.40665,
Village of Oakfield|0.000333350087828|43.06496, -78.27102,
Estado de Baja California Sur|0.000599112220007|25.83333, -111.83333,
Iquique|0.000333350087828|-20.22036, -70.13913,
Arvada|0.000333350087828|39.80276, -105.08748,
Hare Bay|0.000333350087828|48.8499, -54.01481,
Spring Creek|0.000333350087828|40.72659, -115.5859,
Rapid City|0.000333350087828|44.08054, -103.23101,
Aleutian Islands Wilderness|0.00166934878493|52.09, -173.54194,
Southwest Florida International Airport|0.000333350087828|26.53731, -81.75997,
Cheyenne|0.000599112220007|41.13998, -104.82025,
Forrester Island Bird Refuge|0.000333350087828|55.02028, -133.48778,
Barra do Corda|0.000333350087828|-5.5583, -45.2885,
San Francisco Bay Area|0.000599112220007|37.77239, -122.42349,
Coronel Juan José Gómez|0.00106304852872|-39.01937, -67.63616,
New York City|0.00151525069958|40.71427, -74.00597,
Schema Farm|0.000333350087828|43.99222, -87.94389,
Oregon|0.00441039286828|44.00013, -120.50139,
City of Chicago|0.00221088923455|41.83691, -87.68475,
Havana City Hall|0.000333350087828|40.30143, -90.06345,
R.A. Apffel Park|0.00106304852872|29.33274, -94.73297,
Murmansk|0.000333350087828|68.97917, 33.09251,
South Taranaki District|0.000333350087828|-39.52156, 174.3716,
Bairin Zuoqi|0.000333350087828|44.18835, 119.24984,
Florida|0.00664913367341|28.75054, -82.5001,
Nova Aurora|0.000599112220007|-24.50954, -53.2967,
Tustin|0.000333350087828|33.74585, -117.82617,
Emery County|0.000599112220007|38.99677, -110.70067,
Vashon Island Fire and Rescue Station 55 Headquarters|0.000333350087828|47.44783, -122.46286,
People’s Republic of China|0.0110783920309|35.0, 105.0,
Southern California Logistics Airport|0.000333350087828|34.58696, -117.37444,
Gupta Lakshmandia|0.000333350087828|23.61667, 89.63333,
City of Drake|0.000333350087828|47.92262, -100.37464,
Cachoeira da Parasita|0.000333350087828|-8.26667, -58.76667,
City and County of San Francisco|0.00254639933493|37.77823, -122.4425,
Dewey County|0.000333350087828|45.15662, -100.87186,
Palermo Soho|0.000599112220007|-34.59265, -58.43637,
Toria|0.000333350087828|41.36911, 43.5744,
Fuhrländer FL MD/77 Windkraftanlage Elspe|0.00388324041514|51.13867, 8.11458,
G.B. Raimondi|0.000599112220007|41.97006, 12.15948,
Baogang|0.000599112220007|31.53818, 121.60286,
Hutchinson Island South|0.000333350087828|27.29949, -80.22045,
Mombassa|0.000333350087828|10.28333, 15.91667,
Atascosa County|0.000333350087828|28.89352, -98.52713,
Americus|0.000333350087828|32.07239, -84.23269,
Gibraltar|0.000599112220007|36.13333, -5.35,
Santa Ana|0.000599112220007|13.99417, -89.55972,
Kingdom of Bahrain|0.000839363700678|26.03333, 50.55,
DFW Church of Christ Jesus|0.000333350087828|33.01012, -96.91167,
Puerto Limon|0.000333350087828|-0.35471, -79.35863,
Saderi|0.000333350087828|25.09661, 76.1481,
Nanwalek|0.000599112220007|59.35639, -151.92083,
California|0.0102437564715|37.25022, -119.75126,
North Fork Toutle River|0.000333350087828|46.32789, -122.71678,
Sierra Urapan Tepuy|0.000333350087828|6.18444, -61.33111,
Hotel 84 Dc|0.000333350087828|4.66651, -74.05047,
Wallops Flight Facility|0.000599112220007|37.94074, -75.46742,
Cleveland County|0.00254639933493|33.89836, -92.18514,
Yakutat City and Borough|0.000333350087828|59.66667, -139.13333,
San Salvador|0.000333350087828|13.68935, -89.18718,
Endo Location|0.000333350087828|1.16667, 35.63333,
City of Attapulgus|0.000333350087828|30.75439, -84.48473,
Youngs Bay Bridge|0.000333350087828|46.17245, -123.87457,
Cape Canaveral Air Force Station|0.000333350087828|28.4705, -80.55759,
Hiroshima|0.000333350087828|34.4, 132.45,
Vostok|0.000333350087828|-10.06318, -152.31068,
Arecibo|0.000333350087828|18.40411, -66.67462,
New England District|0.00286558188031|-30.51667, 151.65,
Juan Benigno Vela|0.000839363700678|-1.30161, -78.69389,
General Santos City|0.000333350087828|6.11667, 125.16667,
Salem|0.000839363700678|44.9429, -123.0351,
Elk River Basin|0.000599112220007|39.51123, -75.86938,
Hokkaido|0.000443723818153|43.06451, 141.3466,
Ocean County|0.000599112220007|39.866, -74.25003,
Coronel Manuel Leoncio Rico|0.000333350087828|-26.4, -61.83333,
Polk County|0.000599112220007|41.6855, -93.57353,
East Fork Little Washougal River|0.000333350087828|45.66706, -122.33898,
Elenga|0.000333350087828|-13.10639, 15.47694,
Chiba|0.000333350087828|35.6, 140.11667,
Marsh Harbour|0.000333350087828|26.54124, -77.0636,
City of Fredericksburg|0.000333350087828|38.30318, -77.46054,
Viola|0.000333350087828|44.29203, 7.96474,
Borough of Rosslyn Farms|0.000333350087828|40.42243, -80.08858,
Miami County|0.00301981070517|40.05345, -84.22885,
Ekuk|0.000333350087828|58.80351, -158.55339,
Sugar Bay Club, St. Kitts|0.000333350087828|17.3004, -62.6883,
Shiriya|0.000333350087828|41.4, 141.45,
Federation of Saint Kitts and Nevis|0.000839363700678|17.33333, -62.75,
Perkins County|0.000333350087828|45.49051, -102.47563,
Graham County|0.000599112220007|32.93272, -109.88744,
Jiangxi Sheng|0.00106304852872|27.66667, 115.66667,
Martinique|0.000599112220007|14.66667, -61.0,
Molejón|0.000333350087828|43.40146, -6.98975,
Vientiane|0.000599112220007|17.96667, 102.6,
Jalgaon|0.000333350087828|21.00292, 75.56602,
Vermont|0.0012744145064|44.00034, -72.74983,
Colonia Ernesto Zedillo|0.000333350087828|20.16123, -98.45873,
Kyrgyz Republic|0.000599112220007|41.5, 75.0,
Xinjiang Uygur Zizhiqu|0.00106304852872|41.5, 85.5,
Pearl River County|0.000333350087828|30.76858, -89.58978,
Raleigh|0.000599112220007|35.7721, -78.63861,
V Wanchai Serviced Apartments|0.000839363700678|22.27877, 114.17499,
Hotel Acropolis Hill|0.000333350087828|37.96694, 23.72317,
Juan N. Fernández|0.000599112220007|-38.005, -59.26211,
Mediterranean Beach Hotel|0.000333350087828|34.7081, 33.1219,
Reston|0.00147596353441|38.96872, -77.3411,
King George County|0.000333350087828|38.27374, -77.15651,
San Bernardino County|0.000333350087828|34.84143, -116.17846,
Republic of Macedonia|0.00147596353441|41.66667, 21.75,
Maricopa County|0.000599112220007|33.34883, -112.49123,
